AnimalID 1,ET1,ET2,ET3,MRID,Sex,MR22f,MR22w,S22,MR23,S23,MR24,S24,MR25,Notes,,,,,,,,,,,,
1B-22-F2,767,,,767,F,,1B,,,,,,,,,,,,,,,,,,,
1B-22-F3,768,,,768,F,,1B,,,,,,,,,,,,,,,,,,,
1B-22-F4,719,,,719,F,,1B,,,,,,,,,,,,,,,,,,,
1B-22-F5,722,,,722,F,,1B,,1B,,,,,,,,,,,,,,,,,
1B-22-F6,746,,,746,F,,1B,,,,,,,,,,,,,,,,,,,
1B-22-F7,747,,,747,F,,1B,,,,,,,,,,,,,,,,,,,
1B-22-F8,773,,,773,F,,1B,,,,,,,Originally given 1B-22-M10 by mistake,,,,,,,,,,,,
1B-22-F9,1587,,,1587,F,,1B,,1B,,,,1B,Wrong sex! (caught again 09-23-2025) - originally assigned 1B-22-M12,,,,,,,,,,,,
1B-22-M1,716,,,716,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M2,766,,,766,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M3,717,,,717,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M4,769,,,769,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M5,718,,,718,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M6,770,,,770,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M7,720,1078,,720 / 1078,M,,1B,,1B,1B,,,,,,,,,,,,,,,,
1B-22-M8,739,,,739,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M9,1586,,,1586,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M11,775,,,775,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M13,721,,,721,M,,1B,,,,,,,,,,,,,,,,,,,
1B-22-M14,723,,,723,M,,1B,,1B,,,,,,,,,,,,,,,,,
1B-22-M15,1588,,,1588,M,,1B,,1B,,,,,,,,,,,,,,,,,
1B-22-M16,987,949,,987 / 949,M,,,1B,1B,,,,,,,,,,,,,,,,,
1B-22-M17,988,,,,M,,,1B,,,,,,,,,,,,,,,,,,
1B-22-M18,741,,,,M,,,1B,,,,,,,,,,,,,,,,,,
1B-23-F1,1096,,,1096,F,,,,1B,,,,,,,,,,,,,,,,,
1B-23-F2,1097,,,1097,F,,,,1B,,1B,1B,1B,,,,,,,,,,,,,
1B-23-F3,1034,,,1034,F,,,,1B,,,,,,,,,,,,,,,,,
1B-23-F4,1051,,,1051,F,,,,1B,,,,,,,,,,,,,,,,,
1B-23-F5,1039,,,1039,F,,,,1B,,,,,,,,,,,,,,,,,
1B-23-F6,1B-Black triangle,,,1B-Black triangle,F,,,,1B,,,,,,,,,,,,,,,,,
1B-23-F7,1040,865,,1040 / 865,F,,,,1B,1B,1B,,,,,,,,,,,,,,,
1B-23-F8,1041,,,1041,F,,,,1B,,,,,,,,,,,,,,,,,
1B-23-F9,1054,,,1054,F,,,,1B,,,,,,,,,,,,,,,,,
1B-23-F10,1055,,,1055,F,,,,1B,,,,,,,,,,,,,,,,,
1B-23-F11,519,,,519,F,,,,,1B,1B,,,,,,,,,,,,,,,
1B-23-F12,1035,1785,,1035 / 1785,F,,,,1B,,1B,,1B,,,,,,,,,,,,,
1B-23-M1,1095,,,1095,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M2,1098,,,1098,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M3,1B-Black X,,,1B-Black X,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M4,1099,,,1099,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M5,556,,,556,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M6,1100,,,1100,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M7,557,,,557,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M8,1B-Black circle,,,1B-Black circle,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M9,1052,,,1052,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M10,1042,,,1042,M,,,,1B,,,,,,,,,,,,,,,,,
1B-23-M11,507,,,,M,,,,,1B,,,,,,,,,,,,,,,,
1B-24-F1,1299,,,1299,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F2,1651,,,1651,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F3,1786,,,1786,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F4,1787,,,1787,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F5,1788,,,1788,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F6,1789,,,1789,F,,,,,,1B,1B,,,,,,,,,,,,,,
1B-24-F7,1790,,,1790,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F8,1656,,,1656,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F9,1658,,,1658,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F10,1660,,,1660,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F11,1663,,,1663,F,,,,,,1B,,,,,,,,,,,,,,,
1B-24-F12,1615,,,1615,F,,,,,,,1B,1B,,,,,,,,,,,,,
1B-24-M1,1783,,,1783,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M2,1300,,,1300,M,,,,,,1B,,1C,Moved to 1C,,,,,,,,,,,,
1B-24-M3,1784,,,1784,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M4,1652,,,1652,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M5,1653,,,1653,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M6,1654,,,1654,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M7,1655,,,1655,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M8,1657,,,1657,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M9,1659,,,1659,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M10,1661,,,1661,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M11,1662,,,1662,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M12,1664,,,1664,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M13,1665,,,1665,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M14,1666,,,1666,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M15,1791,,,1791,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-M16,1667,,,1667,M,,,,,,1B,,1C,Moved to 1C,,,,,,,,,,,,
1B-24-M17,1792,,,1792,M,,,,,,1B,,,,,,,,,,,,,,,
1B-24-U1,1B-24-U1,,,1B-24-U1,U,,,,,,1B,,,,,,,,,,,,,,,
1B-24-U2,1B-24-U2,,,1B-24-U2,U,,,,,,1B,,,,,,,,,,,,,,,
1B-25-F1,1694,,,1694,F,,,,,,,,1B,,,,,,,,,,,,,
1B-25-F2,1693,,,1693,F,,,,,,,,1B,,,,,,,,,,,,,
1B-25-F3,1688,,,1688,F,,,,,,,,1B,,,,,,,,,,,,,
1B-25-F4,1421,,,1421,F,,,,,,,,1B,,,,,,,,,,,,,
1B-25-F5,662,,,662,F,,,,,,,,1B,,,,,,,,,,,,,
1B-25-M1,1692,,,1692,M,,,,,,,,1B,,,,,,,,,,,,,
1B-25-M2,1693,,,1693,M,,,,,,,,1B,,,,,,,,,,,,,
1C-22-F1,759,,,759,F,,1C,,,,,,,,,,,,,,,,,,,
1C-22-F2,757,,,757,F,,1C,,,,,,,,,,,,,,,,,,,
1C-22-F3,763,,,763,F,,1C,,,,,,,,,,,,,,,,,,,
1C-22-F4,762,,,762,F,,1C,,,,,,,,,,,,,,,,,,,
1C-22-F5,705,,,705,F,,1C,,,,,,,,,,,,,,,,,,,
1C-22-F6,760,,,760,F,,1C,,1C,,1C,,,,,,,,,,,,,,,
1C-22-F7,707,,,707,F,,1C,,,,,,,,,,,,,,,,,,,
1C-22-F8,712,,,712,F,,1C,,,,,,,,,,,,,,,,,,,
1C-22-F9,764,,,764,F,,1C,,1C,,1C,,,,,,,,,,,,,,,
1C-22-F10,713,,,713,F,,1C,,,,,,,,,,,,,,,,,,,
1C-22-F11,714,,,714,F,,1C,,1B,1B,1B,1B,1B,Moved to 1B,,,,,,,,,,,,
1C-22-M1,702,,,702,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M2,756,,,756,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M3,701,,,701,M,,1C,,1C,,1C,,,,,,,,,,,,,,,
1C-22-M4,703,,,703,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M5,706,,,706,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M6,761,,,761,M,,1C,,,,1C,1C,,,,,,,,,,,,,,
1C-22-M7,704,,,704,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M8,758,,,758,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M9,711,,,711,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M10,709,,,709,M,,1C,,1C,,,,,,,,,,,,,,,,,
1C-22-M11,708,,,708,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M12,450,,,450,M,,1C,,,,,,,,,,,,,,,,,,,
1C-22-M13,765,588,,765 / 588,M,,1C,,1C,,1C,,1C,,,,,,,,,,,,,
1C-22-M14,991,,,,M,,,1C,,,,,,,,,,,,,,,,,,
1C-22-U1,710,,,710,M,,1C,,,,,,,,,,,,,,,,,,,
1C-23-F1,1C-Red X,,,1C-Red X,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F2,1C-Red Y,,,1C-Red Y,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F3,577,,,577,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F4,1092,,,1092,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F5,579,,,579,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F6,580,,,580,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F7,1C-Blue 1,,,1C-Blue 1,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F8,584,,,584,F,,,,1C,,1C,,,,,,,,,,,,,,,
1C-23-F9,586,,,586,F,,,,1C,,1C,1C,,,,,,,,,,,,,,
1C-23-F10,587,,,587,F,,,,1C,,,,1C,,,,,,,,,,,,,
1C-23-F11,1C-Black smiley face,,,1C-Black smiley face,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F12,590,,,590,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F13,591,,,591,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F14,1053,,,1053,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F15,565,,,565,F,,,,1C,,,,,,,,,,,,,,,,,
1C-23-F16,566,,,566,F,,,,1C,,,,1C,,,,,,,,,,,,,
1C-23-M1,1091,,,1091,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M2,1723,,,1723,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M3,1724,,,1724,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M4,578,,,578,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M5,1093,,,1093,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M6,1725,,,1725,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M7,582,,,582,M,,,,1C,,1C,,,,,,,,,,,,,,,
1C-23-M8,583,,,583,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M9,585,,,585,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M10,1C-Blue 2,,,1C-Blue 2,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M11,589,,,589,M,,,,1C,1C,,,,,,,,,,,,,,,,
1C-23-M12,558,,,558,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M13,560,,,560,M,,,,1C,,,,,,,,,,,,,,,,,
1C-23-M14,592,,,592,M,,,,1C,,,,,,,,,,,,,,,,,
1C-24-F1,1282,,,1282,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F2,1226,,,1226,F,,,,,,1C,1C,,,,,,,,,,,,,,
1C-24-F3,1C-Black L,,,1C-Black L,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F4,1284,,,1284,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F5,1272,,,1272,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F6,1288,,,1288,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F10,1291,,,1291,F,,,,,,1C,1C,1C,,,,,,,,,,,,,
1C-24-F11,1228,,,1228,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F12,1229,,,1229,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F13,1230,,,1230,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F14,1294,,,1294,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F15,1297,,,1297,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F16,1298,,,1298,F,,,,,,1C,,1C,,,,,,,,,,,,,
1C-24-F17,1768,,,1768,F,,,,,,1C,,,,,,,,,,,,,,,
1C-24-F18,1638,,,,F,,,,,,,1C,,,,,,,,,,,,,,
1C-24-F19,1610,,,1610,F,,,,,,,1C,1C,,,,,,,,,,,,,
1C-24-M1,1283,,,1283,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M2,1270,,,1270,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M3,1271,,,1271,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M4,1285,,,1285,M,,,,,,1C,1A,1A,Trapped in 1A,,,,,,,,,,,,
1C-24-M5,1286,,,1286,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M7,1289,,,1289,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M8,1273,,,1273,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M9,1275,,,1275,M,,,,,,1C,,1C,,,,,,,,,,,,,
1C-24-M10,1290,,,1290,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M11,1227,,,1227,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M12,1292,,,1292,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M13,1293,,,1293,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M14,1295,,,1295,M,,,,,,1C,,1C,,,,,,,,,,,,,
1C-24-M15,1296,,,1296,M,,,,,,1C,,,,,,,,,,,,,,,
1C-24-M16,1232,,,1232,M,,,,,,1C,,1C,,,,,,,,,,,,,
1C-24-M17,1609,,,,M,,,,,,,1C,,"Previously tagged but both tags ripped out. Small side male, likely leveret last year.",,,,,,,,,,,,
1C-24-M18,1C-24-M18,,,,M,,,,,,,1C,,,,,,,,,,,,,,
1C-24-M19,1611,,,,M,,,,,,,1C,,,,,,,,,,,,,,
1C-24-M20,1613,,,,M,,,,,,,1C,,,,,,,,,,,,,,
1C-24-U1,1287,,,1287,U,,,,,,1C,,,,,,,,,,,,,,,
1C-24-U2,1231,,,1231,U,,,,,,1C,,,,,,,,,,,,,,,
1C-24-U3,1C-24-U3,,,,U,,,,,,,1C,,,,,,,,,,,,,,
1C-25-F1,1687,,,1687,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F2,1446,,,1446,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F3,1425,,,1425,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F4,1424,,,1424,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F5,1231,,,1231,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F6,652,,,652,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F7,654,,,654,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F8,656,,,656,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F9,1420,,,1420,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-F10,683,,,683,F,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M1,1686,,,1686,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M2,1415,,,1415,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M3,1416,,,1416,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M4,1417,,,1417,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M5,1418,,,1418,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M6,1419,,,1419,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M7,653,,,653,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M8,655,,,655,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M9,677,,,677,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M10,661,,,661,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M11,684,,,684,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-M12,678,,,678,M,,,,,,,,1C,,,,,,,,,,,,,
1C-25-U1,1689,,,1689,U,,,,,,,,1C,,,,,,,,,,,,,
1C-25-U2,1C-25-U2,,,1C-25-U2,U,,,,,,,,1C,,,,,,,,,,,,,
4A-22-F1,927,,,927,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F2,1595,,,1595,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F3,906,,,906,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F4,903,,,903,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F5,931,,,931,F,,4A,,,,,,4A,,,,,,,,,,,,,
4A-22-F6,910,,,910,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F7,933,,,933,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F8,934,,,934,F,,4A,,4A,,4A,,,,,,,,,,,,,,,
4A-22-F9,971,,,971,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F10,913,,,913,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F11,970,,,970,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F12,935,,,935,F,,4A,,4A,,,4A,,,,,,,,,,,,,,
4A-22-F13,909,,,909,F,,4A,,4A,4A,,,,,,,,,,,,,,,,
4A-22-F14,915,,,915,F,,4A,,4A,4A,,,,,,,,,,,,,,,,
4A-22-F15,969,,,969,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F16,916,,,916,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-F17,938,,,938,F,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M1,928,,,928,M,,4A,,4A,,,,,,,,,,,,,,,,,
4A-22-M2,929,,,929,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M3,1594,,,1594,M,,4A,,4A,,,,,,,,,,,,,,,,,
4A-22-M4,1597,,,1597,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M5,1825,,,1825,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M6,94,,,94,M,,4A,,4A,,,,,,,,,,,,,,,,,
4A-22-M7,1596,,,1596,M,,4A,,,,4A,4A,,,,,,,,,,,,,,
4A-22-M8,95,,,95,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M9,905,,,905,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M10,904,,,904,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M11,907,,,907,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M12,930,,,930,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M13,908,,,908,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M14,932,,,932,M,,4A,,4A,,,,,,,,,,,,,,,,,
4A-22-M15,911,1607,,911 / 1607,M,,4A,,,,,4A,,,,,,,,,,,,,,
4A-22-M16,912,,,912,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M17,975,,,975,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M18,974,,,974,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M19,973,,,973,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M20,914,,,914,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M21,936,,,936,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M22,917,,,917,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M23,968,,,968,M,,4A,,4A,,,,,,,,,,,,,,,,,
4A-22-M24,937,,,937,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M25,951,,,951,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M26,1899,,,1899,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M27,918,,,918,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-M28,919,,,919,M,,4A,,,,,,,,,,,,,,,,,,,
4A-22-U2,972,,,972,U,,4A,,,,,,,,,,,,,,,,,,,
4A-22-U3,920,,,920,U,,4A,,,,,,,,,,,,,,,,,,,
4A-22-U4,921,,,921,U,,4A,,,,,,,,,,,,,,,,,,,
4A-22-U5,960,,,960,U,,4A,,,,,,,,,,,,,,,,,,,
4A-22-U7,4A-22-U7,,,4A-22-U7,U,,4A,,,,,,,,,,,,,,,,,,,
4A-23-F1,568,,,568,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F2,593,,,593,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F3,572,,,572,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F4,1043,,,1043,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F5,826,,,826,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F6,1044,,,1044,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F7,827,,,827,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F8,1045,,,1045,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F9,1046,,,1046,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F10,1047,,,1047,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F11,574,1608,,574 / 1608,F,,,,4A,,,4A,4A,,,,,,,,,,,,,
4A-23-F12,802,,,802,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-F13,1059,,,1059,F,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M1,567,,,567,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M2,1075,,,1075,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M3,569,,,569,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M4,1056,,,1056,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M5,594,,,594,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M6,1057,,,1057,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M7,570,,,570,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M8,571,,,571,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M9,573,,,573,M,,,,4A,,4A,,,,,,,,,,,,,,,
4A-23-M10,575,,,575,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M11,1050,,,1050,M,,,,4A,,,,,,,,,,,,,,,,,
4A-23-M12,801,,,801,M,,,,4A,4A,,,,,,,,,,,,,,,,
4A-23-U1,1049,,,1049,U,,,,4A,,,,,,,,,,,,,,,,,
4A-24-F1,1773,,,1773,F,,,,,,4A,4A,4A,,,,,,,,,,,,,
4A-24-F2,1774,,,1774,F,,,,,,4A,,4A,,,,,,,,,,,,,
4A-24-F3,1793,,,1793,F,,,,,,4A,,,,,,,,,,,,,,,
4A-24-F4,1794,,,1794,F,,,,,,4A,,,,,,,,,,,,,,,
4A-24-F5,1796,,,1796,F,,,,,,4A,,,,,,,,,,,,,,,
4A-24-F5,1796,,,1796,F,,,,,,4A,,,,,,,,,,,,,,,
4A-24-F6,1674,,,1674,F,,,,,,4A,,,,,,,,,,,,,,,
4A-24-F7,1798,,,1798,F,,,,,,4A,,,,,,,,,,,,,,,
4A-24-M1,1795,,,1795,M,,,,,,4A,,,,,,,,,,,,,,,
4A-24-M2,1797,,,1797,M,,,,,,4A,,,,,,,,,,,,,,,
4A-24-M3,1675,,,1675,M,,,,,,4A,,,,,,,,,,,,,,,
4A-24-M4,1775,,,1775,M,,,,,,4A,,,,,,,,,,,,,,,
4A-24-M5,1606,,,,M,,,,,,,4A,,,,,,,,,,,,,,
4A-24-M6,1645,,,,M,,,,,,,4A,,,,,,,,,,,,,,
4A-25-F1,687,,,687,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-F2,1925,,,1925,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-F3,689,,,689,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-F4,690,,,690,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-F5,691,,,691,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-F6,692,,,692,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-F7,694,,,694,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-F8,696,,,696,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-F9,627,,,627,F,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M1,686,,,686,M,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M2,688,,,688,M,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M3,1924,,,1924,M,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M4,693,,,693,M,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M5,695,,,695,M,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M6,697,,,697,M,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M7,698,,,698,M,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M8,628,,,628,M,,,,,,,,4A,,,,,,,,,,,,,
4A-25-M9,629,,,629,M,,,,,,,,4A,,,,,,,,,,,,,
4B-22-F1,749,,,749,F,,4B,,,,,,,,,,,,,,,,,,,
4B-22-F2,748,,,748,F,,4B,,,,,,,,,,,,,,,,,,,
4B-22-F3,1600,,,1600,F,,4B,,,,,,,,,,,,,,,,,,,
4B-22-F4,1896,,,1896,F,,4B,,,,,,,,,,,,,,,,,,,
4B-22-F5,902,,,902,F,,4B,,,,,,,,,,,,,,,,,,,
4B-22-M1,901,,,901,M,,4B,,,,,,,,,,,,,,,,,,,
4B-22-M2,743,,,743,M,,4B,,4B,,,,,,,,,,,,,,,,,
4B-22-M3,1898,,,1898,M,,4B,,,,,,,,,,,,,,,,,,,
4B-22-M4,1897,,,1897,M,,4B,,,,,,,,,,,,,,,,,,,
4B-22-M5,1895,,,1895,M,,4B,,,,,,,,,,,,,,,,,,,
4B-22-M6,774,,,774,M,,4B,,4B,,,4B,,,,,,,,,,,,,,
4B-22-M7,771,,,771,M,,4B,,,,,,,,,,,,,,,,,,,
4B-22-M8,926,,,926,M,,4B,,,,,,,,,,,,,,,,,,,
4B-22-M9,1590,,,1590,M,,4B,,4B,,,,,,,,,,,,,,,,,
4B-22-M10,1591,,,1591,M,,4B,,,,,,,,,,,,,,,,,,,
4B-22-U2,1592,,,1592,U,,4B,,,,,,,,,,,,,,,,,,,
4B-23-F1,595,,,595,F,,,,4B,4B,,,,,,,,,,,,,,,,
4B-23-F2,1072,,,1072B,F,,,,4B,,,,,,,,,,,,,,,,,
4B-23-F3,1061,,,1061,F,,,,4B,,,,,,,,,,,,,,,,,
4B-23-F4,597,,,597,F,,,,4B,,,,,,,,,,,,,,,,,
4B-23-F5,1071,,,1071,F,,,,4B,,,,,,,,,,,,,,,,,
4B-23-F6,1058,,,1058,F,,,,4B,,,,,,,,,,,,,,,,,
4B-23-F7,829,,,829,F,,,,4B,,,,,,,,,,,,,,,,,
4B-23-F8,1060,,,1060,F,,,,4B,,,,,,,,,,,,,,,,,
4B-23-F9,526,,,526,F,,,,4B,,,,,,,,,,,,,,,,,
4B-23-F10,527,,,527,F,,,,4B,,,,,,,,,,,,,,,,,
